breakfast;afternoon.tea;evening;after.lunch;after.dinner;anytime;home;work;tearoom;friends;restaurant;pub;variety;how;sugar;format;place.of.purchase;type;sex;profession;sport;age;age_Q;frequency;exotic;spirituality;good for health;diuretic;friendliness;iron absorption;feminine;refined;slimming;stimulant;relaxant;no.effect.health
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;flavoured;nothing.added;not.sugar;sachet+loose;supermarket;varies;F;student;sporty;21;15-24;more than 2/day;not.exotic;not.spirituality;not.good for health;diuretic;friendliness;iron absorption;feminine;refined;not.slimming;stimulant;not.relaxant;not.without.effect.health
not.breakfast;afternoon.tea;evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;flavoured;lemon;sugar;sachet;supermarket;cheapest;F;unemployed;not.sporty;72;60 and +;1 to 2/week;exotic;spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;refined;slimming;stimulant;relaxant;not.without.effect.health
breakfast;Not.afternoon.t;not.evening;after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;flavoured;milk;sugar;sachet;supermarket;known.brand;F;unemployed;sporty;53;45-59;more than 2/day;exotic;spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;refined;slimming;stimulant;relaxant;not.without.effect.health
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;anytime;home;work;not.tearoom;friends;restaurant;not.pub;flavoured;milk;sugar;sachet;supermarket;unknown;F;other work;sporty;32;25-34;1/day;not.exotic;not.spirituality;good for health;not.diuretic;friendliness;not.iron absorption;feminine;not.refined;not.slimming;stimulant;not.relaxant;not.without.effect.health
not.breakfast;afternoon.tea;evening;after.lunch;not.after.dinner;not.anytime;home;not.work;tearoom;friends;not.restaurant;pub;flavoured;nothing.added;not.sugar;sachet+loose;supermarket+specialist.;varies;F;senior management;sporty;50;45-59;more than 2/day;exotic;spirituality;good for health;diuretic;friendliness;iron absorption;feminine;not.refined;not.slimming;not.stimulant;not.relaxant;not.without.effect.health
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;green;milk;not.sugar;sachet;supermarket;varies;F;unemployed;sporty;68;60 and +;1 to 2/week;not.exotic;spirituality;good for health;diuretic;friendliness;iron absorption;feminine;refined;not.slimming;not.stimulant;relaxant;no.effect.health
breakfast;afternoon.tea;evening;not.after.lunch;not.after.dinner;anytime;home;not.work;tearoom;friends;not.restaurant;not.pub;green;milk;not.sugar;sachet+loose;specialist.shop;luxury;M;senior management;sporty;50;45-59;more than 2/day;exotic;spirituality;not.good for health;diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;stimulant;relaxant;no.effect.health
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;friends;restaurant;not.pub;flavoured;nothing.added;sugar;sachet;supermarket;varies;F;other work;not.sporty;36;35-44;1 to 2/week;exotic;spirituality;not.good for health;diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;stimulant;not.relaxant;no.effect.health
breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;black;lemon;sugar;sachet;specialist.shop;luxury;F;unemployed;not.sporty;73;60 and +;more than 2/day;not.exotic;not.spirituality;not.good for health;diuretic;friendliness;not.iron absorption;feminine;refined;slimming;not.stimulant;relaxant;no.effect.health
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;black;milk;sugar;sachet;supermarket;shop.brand;M;employee;sporty;41;35-44;1/day;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health
